"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
"1298",3,2013,7,30,2013-07-30,71.2,64.3,1018,7.8,7.8,11.1,14.43,77,66.2,0.01,1,584
"1299",4,2013,7,10,2013-07-10,71.1,69.7,1015.5,1.9,7.1,12,15.6,77,69.1,0,1,614
"1300",6,2018,7,13,2018-07-13,64.8,55.1,1024.2,10,5,9.9,12.87,77,54,0,0,726
"1301",2,2017,7,10,2017-07-10,68.3,66.1,1018.2,9.6,9,13,16.9,77,62.1,0,0,667
"1302",1,2013,7,21,2013-07-21,72.8,69.1,1012.6,6.6,5.3,12,15.6,77,66.9,0.04,0,447
"1303",6,2016,7,1,2016-07-01,66.9,63.6,1017.1,7.8,8.7,17.1,22.23,77,61,0,1,752
"1304",1,2017,7,9,2017-07-09,69.6,64.1,1012.4,9.3,10.1,17.1,22,77,64,0,0,512
"1305",2,2019,7,1,2019-07-01,66.9,59.9,1010,10,10.4,15.9,22,77,62.1,0.21,0,693
"1306",6,2018,7,20,2018-07-20,64.3,56.7,1021.6,10,3.3,8.9,11.57,77,54,0,0,700
"1307",5,2018,7,12,2018-07-12,68.2,59.5,1019.9,10,6.8,11.1,14.43,77,60.1,0,0,642
"1308",1,2014,7,6,2014-07-06,68.2,59.1,1016.4,10,14.1,18.1,26,77,62.1,0.11,0,451
"1309",5,2015,7,2,2015-07-02,68.7,62.5,1011.7,7.1,7,12,15.6,77,61,0,0,603
"1310",1,2015,7,26,2015-07-26,65.8,61.6,1017.5,8.8,8.5,15,19.5,77,60.1,0,1,551
"1311",5,2014,7,17,2014-07-17,70.4,63.7,1013.3,7.7,4.5,8,10.4,77,66.2,0.01,1,587
"1312",4,2018,7,18,2018-07-18,71.2,66.7,1010.1,7.9,9,18.1,22.9,77,66.9,0,0,688
"1313",1,2015,7,19,2015-07-19,71.4,67.9,1011.9,6.9,9,12,15.6,77,64,0,1,545
"1314",5,2018,7,19,2018-07-19,67.9,57.5,1016.8,10,6.3,9.9,12.87,77,59,0,0,739
"1315",7,2015,7,4,2015-07-04,62.9,55.4,1015.2,8,6.2,11.1,14.43,77,55.9,0,0,389
"1316",4,2018,7,4,2018-07-04,71.7,70.5,1025.7,4.8,6.8,9.9,12.87,81,62.1,0,1,406
"1317",2,2015,7,20,2015-07-20,73.4,69.9,1005.9,4.1,9.3,13,16.9,81,69.1,0,1,727
"1318",1,2015,7,12,2015-07-12,71.5,64.6,1016.1,9.7,9.3,14,18.2,81,64.9,0,0,521
"1319",5,2018,7,5,2018-07-05,71.7,71,1025.4,1.6,6.2,11.1,14.43,81,66.9,0,1,720
"1320",4,2016,7,6,2016-07-06,71.8,65.3,1009.9,8.6,6.5,13,16.9,81,64,1.5,1,680
"1321",7,2015,7,11,2015-07-11,71.8,62.1,1015.9,10,8.4,14,18.2,81,60.1,0,0,597
"1322",3,2016,7,19,2016-07-19,73.8,65.7,1015.8,8.3,10.1,15,25.1,81,66.9,0,0,699
"1323",5,2016,7,28,2016-07-28,72.2,69,1013.1,9.7,7.2,11.1,14.43,81,68,0,0,709
"1324",4,2016,7,20,2016-07-20,68.3,55.6,1020.9,10,6.9,13,16.9,81,60.1,0,0,698
"1325",4,2017,7,5,2017-07-05,67.9,58.5,1021.9,9.9,6.5,11.1,14.43,81,57.9,0,0,706
"1326",5,2016,7,7,2016-07-07,68.7,66.7,1010.4,4.1,5.9,8.9,11.57,81,64,0,1,603
"1327",7,2016,7,9,2016-07-09,61.7,58.6,1011.6,6.5,10.8,13,16.9,70,59,0.62,0,498
"1328",3,2017,7,25,2017-07-25,62.8,59.4,1015.6,9.5,13.8,18.1,24.1,70,57.9,0.25,0,595
"1329",1,2016,7,10,2016-07-10,63,60.1,1010.6,6.8,7.7,11.1,14.43,70,59,0.1,1,508
"1330",6,2016,7,8,2016-07-08,65.7,64.2,1009.2,3.2,10,21,27,70,60.8,0.32,1,612
"1331",2,2014,7,21,2014-07-21,65.9,63.3,1020.4,6,12.8,15.9,21,70,62.6,0.4,0,557
"1332",2,2016,7,11,2016-07-11,63.1,58.4,1016.8,9.9,4.9,7,9.1,70,55,0.01,0,618
"1333",2,2017,7,3,2017-07-03,70.9,66.1,1013.9,8.2,9.5,14,18.2,82,64.9,0,1,617
"1334",4,2015,7,15,2015-07-15,72.3,68.8,1004.1,6.8,4.5,11.1,14.43,82,62.1,0.01,1,611
"1335",4,2013,7,24,2013-07-24,74.9,71.6,1006.7,5.7,8.4,13,20,82,70,0.6,1,571
"1336",1,2017,7,23,2017-07-23,68.4,63.5,1009.3,8.7,6,15.9,20.67,82,64,0,0,554
"1337",3,2017,7,4,2017-07-04,72,61.5,1016.5,9.8,5.8,9.9,12.87,82,61,0,0,424
"1338",1,2016,7,24,2016-07-24,73.2,63.2,1012.8,10,8.7,21,25.1,82,64.9,0,0,566
"1339",1,2013,7,7,2013-07-07,74.4,69.8,1016.3,9,9.1,14,19,82,69.1,0.01,0,475
"1340",7,2016,7,23,2016-07-23,74.3,68.6,1008.6,7.3,12,21,29.9,82,68,1.03,0,650
"1341",5,2015,7,16,2015-07-16,67.3,57.3,1013.9,9.2,16.6,22,28,82,60.1,0,0,686
"1342",3,2016,7,26,2016-07-26,75.3,69.3,1009.6,9,12.1,15.9,22.9,82,68,0,0,688
"1343",4,2016,7,27,2016-07-27,75.4,66.3,1012.4,10,7,9.9,12.87,82,70,0,0,690
"1344",4,2015,7,22,2015-07-22,73.7,65,1003.6,7.8,9.2,15.9,21,82,68,0,1,618
"1345",3,2015,7,21,2015-07-21,72.6,69.7,1003.7,3.6,5.4,8.9,11.57,82,68,0,1,606
"1346",4,2015,7,29,2015-07-29,76,69.9,1014.2,5.4,6.8,12,15.6,86,68,0,1,629
"1347",2,2018,7,2,2018-07-02,68.4,64.9,1018.9,8.7,4.7,9.9,12.87,86,63,0,0,719
"1348",1,2018,7,1,2018-07-01,70.8,66.4,1016.2,8.8,5.9,12,15.6,86,62.1,0,0,563
"1349",5,2015,7,30,2015-07-30,74.2,70.7,1012.2,6.2,9.7,14,18.2,86,69.1,0,0,717
"1350",3,2018,7,24,2018-07-24,69.2,68.1,1025.8,5.7,9.8,12,15.6,75,66,0,1,654
"1351",4,2014,7,30,2014-07-30,67.3,60.6,1015.5,9.3,5.5,11.1,14.43,75,59,0,0,605
"1352",6,2016,7,15,2016-07-15,70.7,67.9,1011.3,5.2,9.6,14,21,75,66,0,1,798
"1353",6,2015,7,10,2015-07-10,65.2,60.1,1011.8,8.7,7.9,15.9,20,75,60.1,0,0,709
"1354",5,2016,7,14,2016-07-14,69.1,65.9,1016,9.3,10.9,18.1,22,75,64,0,0,741
"1355",3,2017,7,11,2017-07-11,68.8,68.4,1016.1,2.7,8.6,13,16.9,75,62.1,0,1,638
"1356",5,2013,7,4,2013-07-04,69.8,68,1023.5,1.8,11.9,15,21,75,68,0.02,1,438
"1357",2,2017,7,24,2017-07-24,63,58,1011.8,7.5,10.9,18.1,25.1,75,57.9,0,0,620
"1358",2,2019,7,8,2019-07-08,64.9,56.7,1014.7,10,4.2,7,9.1,75,54,0,0,592
"1359",4,2014,7,16,2014-07-16,70.4,68.5,1010.6,6,13.7,15.9,22.9,75,68,0,0,551
"1360",5,2013,7,25,2013-07-25,67.7,62.8,1014.3,9.7,13.8,19,27,75,64,0.4,0,507
"1361",7,2014,7,26,2014-07-26,66.9,63.2,1015.8,9.8,6.9,9.9,12.87,75,61,0,0,534
"1362",5,2014,7,31,2014-07-31,67.7,62.9,1019.8,9.6,6.3,11.1,14.43,75,59,0.01,0,626
"1363",2,2018,7,16,2018-07-16,68.7,67.9,1015.6,2.6,4.7,8.9,11.57,75,61,0,1,719
"1364",2,2015,7,27,2015-07-27,71.1,66.5,1017.3,9.9,8.3,9.9,12.87,75,61,0,0,626
"1365",4,2014,7,2,2014-07-02,69,66,1014.4,7.2,10.2,14,20,75,64.9,0,1,658
"1366",3,2019,7,2,2019-07-02,67.9,63.1,1009,10,9.1,14,18.2,75,62.1,0,0,591
"1367",4,2017,7,19,2017-07-19,71.6,70.3,1016.5,4.2,7.6,12,15.6,79,66,0,1,747
"1368",4,2019,7,31,2019-07-31,72.9,70.9,1017.2,5.6,7,12,15.6,79,68,0,1,604
"1369",1,2019,7,14,2019-07-14,71.8,68.1,1011.9,7.9,9.6,14,18.2,79,66,0,1,497
"1370",3,2015,7,14,2015-07-14,67.4,63,1008.6,9.8,9.2,15.9,20,79,62.1,0,0,657
"1371",1,2013,7,14,2013-07-14,72.9,70.5,1025.1,4.5,5.3,14,18.2,79,66,0.01,1,471
"1372",7,2013,7,6,2013-07-06,73,69.2,1018.5,8.1,13.1,15.9,22.9,79,68,0.01,0,516
"1373",2,2019,7,15,2019-07-15,73.1,63,1015,10,9.1,14,18.2,79,66.9,0,0,637
"1374",3,2019,7,16,2019-07-16,70.3,65.9,1017.6,8.7,5.3,8.9,11.57,79,60.1,0,1,658
"1375",4,2019,7,17,2019-07-17,70.9,69.4,1015,5.7,9.3,17.1,25.1,79,60.1,0,1,630
"1376",6,2014,7,18,2014-07-18,69.6,59.4,1020.7,9.6,5,7,9.1,79,63,0.04,0,624
"1377",6,2013,7,26,2013-07-26,66.1,64.4,1012.2,6,15,22,28.9,69.8,64,2.43,0,617
"1378",6,2017,7,7,2017-07-07,66,66,1012.4,5.2,8.7,19,27,69.8,64,0,1,674
"1379",3,2013,7,23,2013-07-23,72.1,70,1007.1,3.7,8.1,14,19,78.8,66.2,0,1,571
"1380",3,2018,7,31,2018-07-31,68.9,65.8,1020.4,8.4,4.9,8,10.4,80.1,64,0,1,709
"1381",6,2019,7,12,2019-07-12,70.8,68.3,1008.1,7.9,10.9,15.9,21,80.1,64,0.18,0,747
"1382",3,2015,7,28,2015-07-28,72.4,68.7,1016.2,9,7.2,11.1,14.43,80.1,68,0,1,643
"1383",5,2015,7,23,2015-07-23,71.9,60.8,1010.4,10,8.3,14,18.2,80.1,63,0,0,623
"1384",5,2016,7,21,2016-07-21,70.4,63.4,1020.2,10,7.4,12,15.6,80.1,60.1,0,0,731
"1385",2,2016,7,25,2016-07-25,71.5,68.8,1014,9.9,8.7,14,18.2,80.1,64.9,0,0,698
"1386",3,2019,7,30,2019-07-30,73,71.1,1016.3,6.6,7.8,12,15.6,80.1,69.1,0,1,638
"1387",2,2019,7,29,2019-07-29,72.8,69.7,1015.9,8.9,9.3,13,16.9,80.1,59,0,0,649
"1388",7,2015,7,25,2015-07-25,68.5,60.2,1015,9.7,4.4,8.9,11.57,80.1,60.1,0,0,451
"1389",2,2015,7,13,2015-07-13,70.9,64.9,1013.8,8.3,5.3,8,10.4,80.1,66,0,0,668
"1390",2,2018,7,30,2018-07-30,71.3,66.7,1020.4,9.9,5.8,8,10.4,80.1,64.9,0,0,580
"1391",5,2017,7,13,2017-07-13,70.8,69.6,1015.5,4.4,8.2,19,24.7,80.1,64,0,1,759
"1392",3,2019,7,9,2019-07-09,69,61.7,1015.8,9.7,6.5,11.1,14.43,80.1,54,0,0,661
"1393",6,2013,7,19,2013-07-19,73.9,71.4,1013.4,2.8,9.6,15.9,22,80.1,69.1,0,1,697
"1394",6,2016,7,22,2016-07-22,72.4,68.4,1014.3,9,13.5,18.1,24.1,80.1,61,0,0,769
"1395",4,2019,7,3,2019-07-03,70.2,65.1,1009.9,9.2,5,8.9,11.57,80.1,59,0,0,654
"1396",6,2017,7,14,2017-07-14,63.7,61.5,1018.4,9,8.9,13,19,80.1,62.1,0,0,707
"1397",5,2019,7,4,2019-07-04,66.6,63.7,1017.9,6.3,3.7,8.9,11.57,80.1,59,0,1,394
"1398",7,2013,7,20,2013-07-20,74.5,71.7,1008.8,3.3,11.8,15.9,20,80.1,71.1,0,0,551
"1399",6,2015,7,24,2015-07-24,71.7,60.3,1012.2,10,7.5,12,15.6,80.1,62.1,0,0,490
"1400",7,2019,7,13,2019-07-13,71.9,67.1,1010.7,8.1,7.5,14,18.2,80.1,66,0.28,1,558
"1401",1,2018,7,29,2018-07-29,72.9,69.1,1016.8,6.5,6.3,14,18.2,80.1,66.9,0.06,1,463
"1402",3,2013,7,9,2013-07-09,72.7,69.3,1018,5.7,7,13,16.9,80.1,69.1,0,1,583
"1403",6,2014,7,11,2014-07-11,69.1,62.4,1021.9,6.5,4.3,8,10.4,78.1,64,0.03,1,642
"1404",4,2013,7,31,2013-07-31,70.6,62.6,1019.3,10,6.7,8.9,11.57,78.1,64.9,0,0,553
"1405",6,2016,7,29,2016-07-29,70.8,68.3,1011.1,6,5.8,14,18.2,78.1,66.9,0,1,774
"1406",3,2016,7,12,2016-07-12,66.7,61.2,1019.1,10,7.3,13,16.9,78.1,55,0,0,662
"1407",3,2017,7,18,2017-07-18,69.4,67.9,1019.6,4,5.5,8.9,11.57,78.1,62.1,0,1,706
"1408",5,2017,7,6,2017-07-06,61.7,59.9,1021.8,9.9,5.9,8,10.4,78.1,53.1,0,0,611
"1409",2,2015,7,6,2015-07-06,69.2,64.4,1021.3,8.8,8.2,14,18.2,78.1,55,0,0,598
"1410",2,2013,7,8,2013-07-08,72.6,68.9,1015.5,6.7,10.7,17.1,24.1,78.1,68,0,1,617
"1411",7,2014,7,19,2014-07-19,65,54.1,1024.2,10,5,9.9,12.87,78.1,55.9,0,0,480
"1412",3,2015,7,7,2015-07-07,68.1,64.3,1019.7,7.4,8.2,11.1,14.43,78.1,62.1,0,0,646
"1413",5,2019,7,25,2019-07-25,69.5,61.4,1017.7,10,5.8,12,15.6,78.1,61,0,0,605
"1414",7,2016,7,30,2016-07-30,70.8,66.9,1015,9,5.3,9.9,12.87,78.1,64.9,0.81,0,599
"1415",2,2017,7,17,2017-07-17,67.3,66.8,1018.5,3.9,5.7,11.1,14.43,78.1,62.1,0,1,639
"1416",1,2017,7,16,2017-07-16,69.3,67.7,1013.7,5.8,7.1,12,15.6,78.1,60.1,0,1,515
"1417",2,2013,7,22,2013-07-22,68.3,65.9,1015.1,5.6,5.1,8,10.4,78.1,64,0.17,1,591
"1418",6,2019,7,26,2019-07-26,67.1,58.9,1024,9.4,3.4,8.9,11.57,78.1,59,0,1,650
"1419",4,2016,7,13,2016-07-13,67.2,63.3,1019.3,10,9.2,14,18.2,78.1,57.9,0,0,607
"1420",5,2014,7,10,2014-07-10,69.4,66.1,1017.9,5.4,6.1,18.1,25.1,78.1,64.4,0.01,1,584
"1421",3,2013,7,16,2013-07-16,77.4,68.4,1019.6,8.3,7.3,14,18.2,87.1,69.1,0,0,582
"1422",2,2019,7,22,2019-07-22,76.5,70.8,1009.8,9.5,7,12,15.6,87.1,69.1,0,0,641
"1423",1,2019,7,21,2019-07-21,76.7,72.4,1007.5,6.7,10.7,13,16.9,87.1,70,0,0,477
"1424",6,2015,7,31,2015-07-31,76.7,68.5,1009.5,8.5,8.5,12,17.1,87.1,71.1,0,0,753
"1425",7,2019,7,20,2019-07-20,76.2,72.3,1009.2,6.1,9.1,12,15.6,87.1,64.9,0,1,586
"1426",4,2019,7,24,2019-07-24,66.1,62,1012.9,9.9,9.1,15,22,71.6,62.6,0,0,626
"1427",7,2016,7,16,2016-07-16,73.5,67.3,1015.4,7,6.4,9.9,12.87,84.9,66.9,0,0,623
"1428",4,2019,7,10,2019-07-10,71.5,65.8,1016.8,7.3,6.4,9.9,12.87,84.9,60.1,0,1,553
"1429",7,2017,7,22,2017-07-22,74,67.2,1010.5,8.8,7.1,12,15.6,84.9,68,0,0,648
"1430",5,2017,7,20,2017-07-20,74.7,70.6,1013.9,5.3,7.7,12,15.6,84.9,66.9,0,1,774
"1431",6,2017,7,21,2017-07-21,75.6,69.6,1010.4,5.7,7.8,13,16.9,84.9,69.1,0,1,733
"1432",5,2019,7,11,2019-07-11,66.8,65.7,1015.9,2.2,5.8,11.1,14.43,84.9,64,0,1,658
"1433",1,2016,7,17,2016-07-17,70.6,68.7,1019.1,4.1,6.6,11.1,14.43,84.9,66.9,0,1,574
"1434",4,2014,7,9,2014-07-09,69.4,66.7,1012.5,5.1,12.3,19,27,73.9,66,0.02,1,569
"1435",1,2014,7,27,2014-07-27,68.6,65.2,1011.4,9.9,7.6,14,18.2,73.9,62.1,0.01,0,476
"1436",2,2018,7,9,2018-07-09,60.9,53.6,1023.2,10,6.7,12,15.6,73.9,50,0,0,672
"1437",2,2014,7,28,2014-07-28,69.4,66.9,1003,4.8,10,17.1,26,73.9,64.9,0.01,1,595
"1438",1,2019,7,7,2019-07-07,69,62.9,1012.1,7.1,11.2,22,25.1,73.9,62.1,0.01,1,441
"1439",2,2013,7,29,2013-07-29,69.2,67.1,1017.1,6.5,5.3,9.9,12.87,73.9,64,0.02,0,597
"1440",3,2018,7,3,2018-07-03,66.9,66.2,1021.5,2.9,6.2,11.1,14.43,73.9,61,0,1,678
"1441",3,2014,7,8,2014-07-08,69.5,66.2,1010.5,6.2,11.8,15,20,73.9,64.9,0.01,1,594
"1442",1,2017,7,30,2017-07-30,67.1,57.7,1012.6,9.6,15,21,26,73.9,62.1,0.14,0,606
"1443",1,2015,7,5,2015-07-05,65.8,59.5,1017.5,9.3,8.2,15,19.5,73.9,55,0,0,467
"1444",7,2013,7,27,2013-07-27,69.1,66.1,1018,9.6,8.8,15,18.1,73.9,64.9,0.26,0,516
"1445",2,2014,7,7,2014-07-07,68.6,62.8,1012.8,9.4,13.9,15.9,22,73.9,63,0.04,0,614
"1446",2,2014,7,14,2014-07-14,69.7,67,1014.5,7.4,12,15,21,73.9,64,0,0,567
"1447",2,2018,7,23,2018-07-23,69.9,68.1,1024.3,7.3,12.6,17.1,22,73.9,63,0.04,0,614
"1448",1,2017,7,2,2017-07-02,68.7,67.4,1013.7,4.2,11.4,15,20,73.9,64.4,0.03,1,537
"1449",7,2019,7,6,2019-07-06,68.9,67.6,1013.9,1.5,7.5,12,15.6,73.9,59,0,1,471
"1450",1,2018,7,8,2018-07-08,61.7,52.8,1027.4,10,3.8,9.9,12.87,73.9,51.1,0,0,545
"1451",7,2015,7,18,2015-07-18,67.8,60.5,1017,10,9.7,13,16.9,73.9,55,0,0,561
"1452",3,2014,7,1,2014-07-01,68.6,65.1,1014.4,9.8,9.1,13,18.1,73.9,54,0.01,0,616
"1453",1,2014,7,20,2014-07-20,65.2,57.9,1021.3,9.1,10,13,18.1,73.9,55.9,0,0,451
"1454",7,2018,7,14,2018-07-14,64.9,59.5,1021.4,10,4.7,9.9,12.87,73.9,54,0,0,577
"1455",5,2019,7,18,2019-07-18,71.4,71,1013.2,2,4.9,9.9,12.87,73.9,69.1,0,1,620
"1456",4,2014,7,23,2014-07-23,69.2,65.9,1015,9.9,9.9,14,20,73.9,60.1,0.01,0,591
"1457",2,2017,7,31,2017-07-31,63.9,57.3,1017.8,10,4.2,8.9,11.57,73.9,50,0,0,656
"1458",3,2014,7,29,2014-07-29,68.9,62.8,1007.7,9.6,10.5,15.9,20.67,73.9,64.9,0.12,0,526
"1459",4,2018,7,11,2018-07-11,68.3,65.1,1012.8,9.3,8.9,17.1,22.23,73.9,63,0,0,627
"1460",2,2013,7,15,2013-07-15,76.3,71.2,1021.6,9.3,5.7,9.9,12.87,82.9,69.1,0,0,581
"1461",6,2014,7,4,2014-07-04,69.9,68.2,1012.5,3.9,9.8,27,36.9,75.9,64.4,0,1,360
"1462",4,2015,7,8,2015-07-08,70.6,67.8,1014.3,3.8,9.8,15,19.5,75.9,62.1,0,1,620
"1463",7,2014,7,12,2014-07-12,65.7,58.8,1023.4,9.9,4.4,9.9,12.87,75.9,57.9,0.01,0,550
"1464",5,2014,7,3,2014-07-03,69.1,67.3,1015.3,1.8,8.5,12,15.6,75.9,66,0,1,740
"1465",7,2018,7,7,2018-07-07,67.3,52.8,1023.6,9.9,12.8,21,28.9,75.9,60.1,0.01,0,526
"1466",2,2016,7,4,2016-07-04,68.4,62.6,1017.2,9.9,11.7,15,19.5,75.9,55.9,0,0,488
"1467",3,2018,7,17,2018-07-17,70.5,69,1012.9,4.6,10.7,17.1,22,75.9,66,0,1,680
"1468",7,2019,7,27,2019-07-27,67.1,58.1,1025.2,10,4.9,8.9,11.57,75.9,55.9,0,0,602
"1469",1,2019,7,28,2019-07-28,66.9,62.9,1020.3,9.6,7.3,15,19.5,75.9,55.9,0,0,527
"1470",5,2014,7,24,2014-07-24,69.6,66.7,1009.5,6.4,8.5,14,28,75.9,64.4,0.04,1,539
"1471",3,2016,7,5,2016-07-05,67.1,65.3,1009.7,6.2,9.2,15,19.5,75.9,64,0.62,1,663
"1472",1,2016,7,3,2016-07-03,67.2,58,1017.1,10,9.6,14,18.2,75.9,55.9,0,0,448
"1473",7,2013,7,13,2013-07-13,67.9,66.3,1024.4,3.3,6.2,9.9,12.87,75.9,63,0.01,1,575
"1474",7,2016,7,2,2016-07-02,69.4,62.8,1011.9,7.2,11.8,22,33,75.9,61,0.76,1,570
"1475",6,2019,7,5,2019-07-05,66.1,64.7,1021.4,4.7,3.9,8,10.4,75.9,59,0,1,542
"1476",4,2018,7,25,2018-07-25,69.8,68.7,1020,5,11,15,19.5,75.9,66,0,1,657
"1477",5,2018,7,26,2018-07-26,69.8,69.4,1014.3,4.7,13.9,19,24.1,75.9,66,0,0,606
"1478",5,2013,7,11,2013-07-11,71.8,69.7,1011.6,4.9,9.5,13,19,75.9,69.1,0.01,0,550
"1479",5,2015,7,9,2015-07-09,69.1,61.2,1014.2,8.5,9.8,15.9,22,75.9,66,0,0,567
"1480",7,2018,7,28,2018-07-28,69.7,69.7,1016.5,1.4,6.7,15.9,20.67,75.9,66.9,0.41,1,637
"1481",2,2016,7,18,2016-07-18,71.1,69,1018.1,4.1,10.1,15.9,24.1,75.9,66,0,1,725
"1482",6,2018,7,27,2018-07-27,70.6,70.1,1015.8,2.1,7.8,13,16.9,75.9,68,0,1,753
"1483",3,2014,7,15,2014-07-15,71.4,69.1,1011.6,5.8,13.1,15.9,22,75.2,68,0,1,587
"1484",1,2013,7,28,2013-07-28,69.8,68,1015.8,5.7,6.5,12,22.9,75.2,66.2,0.12,1,485
"1485",4,2017,8,30,2017-08-30,61.8,57.5,1012.8,7,16,22.9,35,68,57,1.57,0,671
"1486",4,2013,8,28,2013-08-28,66.4,64.6,1012,3.9,6.8,9.9,12.87,72,62.6,0.67,1,482
"1487",2,2014,8,25,2014-08-25,63.3,56.5,1020.5,10,3.8,8,10.4,72,54,0,0,549
"1488",5,2014,8,14,2014-08-14,67.8,60.8,1008.1,9.1,9.7,15,15.9,72,63,0.02,0,625
"1489",6,2014,8,15,2014-08-15,66.8,59.2,1012.2,10,8.8,15,20,72,61,0.01,0,522
"1490",1,2019,8,25,2019-08-25,65.5,59.5,1023.9,10,13.6,22.9,32.1,72,61,0,0,482
"1491",2,2018,8,20,2018-08-20,66.7,66,1018.3,4.7,11.6,15.9,22,72,66,0.04,0,562
"1492",4,2019,8,28,2019-08-28,65.4,61.6,1015.1,9.2,7.7,20,27,72,50,0.11,0,553
"1493",3,2014,8,26,2014-08-26,63,56,1021.1,10,3.5,8.9,11.57,72,53.1,0,0,608
"1494",2,2016,8,15,2016-08-15,77.5,69.4,1017.9,8.8,8.5,14,19,84,70,0,0,643
"1495",3,2016,8,16,2016-08-16,73.1,69,1022.3,10,7.9,12,15.6,84,66.9,0,0,644
"1496",3,2018,8,28,2018-08-28,73,71.2,1016.6,3.5,9,15.9,20,84,66.9,0,1,715
"1497",2,2018,8,27,2018-08-27,73.1,69.6,1017.3,9.1,8.7,12,15.6,84,62.1,0,0,651
"1498",2,2014,8,4,2014-08-04,68.2,65.5,1017.7,6,5.2,12,15.6,73,64,0.04,1,589
"1499",5,2014,8,21,2014-08-21,67.1,60.6,1017.5,10,7.7,12,15.6,73,52,0.01,0,567
"1500",2,2017,8,28,2017-08-28,62.7,56.4,1025.3,10,8.5,17.1,22.9,73,50,0,0,584
"1501",5,2013,8,15,2013-08-15,67.2,52.7,1016.9,10,10.2,15,21,73,62.1,0,0,599
"1502",7,2014,8,23,2014-08-23,65.6,60.1,1017.9,9.8,10.8,18.1,22.9,73,57.9,0.02,0,454
"1503",4,2014,8,20,2014-08-20,63.8,55.9,1015.5,9.9,6,12,15.6,73,52,0.01,0,551
"1504",7,2014,8,16,2014-08-16,66.3,58.8,1015.3,9.7,8.2,12,15.6,73,59,0,0,490
"1505",1,2017,8,27,2017-08-27,62.3,53.6,1024.6,10,5,9.9,12.87,73,50,0,0,498
"1506",6,2014,8,22,2014-08-22,63.9,60,1017.7,7.9,7.9,13,19,73,57.9,0.01,1,568
"1507",6,2013,8,16,2013-08-16,67.4,59.7,1021.2,10,8.2,12,15.6,73,62.1,0,0,678
"1508",4,2013,8,14,2013-08-14,68.4,59.6,1007.5,8.3,9.6,19,24.1,73,64,0.5,0,622
"1509",1,2014,8,24,2014-08-24,63.9,56.8,1019.4,10,9,15.9,22,73,55,0.01,0,437
"1510",3,2019,8,6,2019-08-06,68.9,65.5,1013.4,9.8,7.2,9.9,12.87,77,63,0,0,551
"1511",4,2015,8,12,2015-08-12,71.9,67.4,1008.9,7.2,7.9,13,16.9,77,64,1.01,1,643
"1512",6,2013,8,23,2013-08-23,70.6,65,1013.1,7.8,12.1,22.9,28,77,63,0,0,636
"1513",7,2017,8,12,2017-08-12,65.9,65.8,1016.4,4.2,5.8,12,15.6,77,60.1,0.07,1,526
"1514",7,2013,8,24,2013-08-24,66.2,55.2,1022.3,10,10.7,19,24.1,77,55.9,0,0,527
"1515",1,2015,8,9,2015-08-09,67,62.1,1014.6,9.2,13.1,18.1,26,77,64,0,0,489
"1516",1,2018,8,26,2018-08-26,68.2,60.3,1021.4,10,5.4,11.1,14.43,77,57,0,0,528
"1517",6,2017,8,11,2017-08-11,67.6,65.8,1021.4,9.3,5.8,8,10.4,77,60.1,0,1,655
"1518",7,2019,8,17,2019-08-17,67.5,65.3,1017.6,3.8,7.1,11.1,14.43,77,62.1,0,1,533
"1519",5,2016,8,25,2016-08-25,71.7,66.5,1020.5,10,10.4,14,18.2,77,63,0,0,659
"1520",6,2014,8,8,2014-08-08,66.3,57.6,1014.9,10,7.4,14,18.2,77,59,0.19,0,601
"1521",4,2016,8,24,2016-08-24,70.1,63.3,1024.3,10,8.5,12,15.6,77,63,0,0,635
"1522",5,2014,8,7,2014-08-07,69.3,60.6,1011.1,9.2,6.3,15,21,77,60.1,0,0,585
"1523",7,2016,8,20,2016-08-20,69.1,62.1,1015.2,10,8.5,13,16.9,81,63,0,0,579
"1524",1,2014,8,10,2014-08-10,69.1,61.4,1019.2,9.8,4.6,8,10.4,81,57.9,0.01,0,512
"1525",2,2014,8,11,2014-08-11,66.3,59.2,1021.1,7.8,3.6,8.9,11.57,81,57,0.01,1,604
"1526",5,2015,8,27,2015-08-27,72.3,60.6,1014.9,10,8.5,13,16.9,81,62.1,0,0,614
"1527",4,2015,8,19,2015-08-19,73.9,70.1,1018.9,6.3,5.4,8.9,11.57,81,69.1,0,1,594
"1528",1,2018,8,19,2018-08-19,68.5,65.5,1013.6,8.9,13.1,19,24.1,81,66,0.01,0,490
"1529",7,2016,8,27,2016-08-27,74.4,64.2,1020.3,7.7,8.3,14,18.2,81,66.9,0,1,624
"1530",3,2015,8,25,2015-08-25,72.8,68.7,1012.4,9.7,7.4,12,15.6,81,66.9,0.01,0,595
"1531",3,2017,8,22,2017-08-22,70.5,69.8,1017.4,6.4,10.6,15,19.5,81,61,0,0,684
"1532",4,2015,8,26,2015-08-26,73.8,68.1,1012.5,9.2,7.4,14,18.2,81,68,0.3,0,606
"1533",1,2016,8,28,2016-08-28,67.7,61.7,1024.1,8.7,5.8,12,15.6,81,57.9,0,1,559
"1534",7,2015,8,15,2015-08-15,71.8,67,1020,8.2,6.7,11.1,14.43,81,62.1,0,1,582
